dt_iso,city_name,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
2015-01-02 01:00:00+01:00,Valencia,271.229,271.229,271.229,1006,82,1,265,0,0,0,0,800,clear,sky is clear,01n
2015-01-02 02:00:00+01:00,Valencia,270.664,270.664,270.664,1005,82,1,275,0,0,0,0,800,clear,sky is clear,01n
2015-01-02 03:00:00+01:00,Valencia,270.664,270.664,270.664,1005,82,1,275,0,0,0,0,800,clear,sky is clear,01n
2015-01-02 04:00:00+01:00,Valencia,270.664,270.664,270.664,1005,82,1,275,0,0,0,0,800,clear,sky is clear,01n
2015-01-02 05:00:00+01:00,Valencia,270.277,270.277,270.277,1006,78,1,284,0,0,0,0,800,clear,sky is clear,01n
2015-01-02 06:00:00+01:00,Valencia,270.277,270.277,270.277,1006,78,1,284,0,0,0,0,800,clear,sky is clear,01n
2015-01-02 07:00:00+01:00,Valencia,270.277,270.277,270.277,1006,78,1,284,0,0,0,0,800,clear,sky is clear,01n
2015-01-02 08:00:00+01:00,Valencia,274.43,274.43,274.43,1007,70,2,289,0,0,0,0,800,clear,sky is clear,01d
2015-01-02 09:00:00+01:00,Valencia,274.43,274.43,274.43,1007,70,2,289,0,0,0,0,800,clear,sky is clear,01d
2015-01-02 10:00:00+01:00,Valencia,274.43,274.43,274.43,1007,70,2,289,0,0,0,0,800,clear,sky is clear,01d
2015-01-02 11:00:00+01:00,Valencia,285.595,285.595,285.595,1007,52,1,265,0,0,0,0,800,clear,sky is clear,01d
2015-01-02 12:00:00+01:00,Valencia,286.304,286.304,286.304,1022,44,1,289,0,0,0,0,800,clear,sky is clear,1
2015-01-02 13:00:00+01:00,Valencia,285.595,285.595,285.595,1007,52,1,265,0,0,0,0,800,clear,sky is clear,01d
2015-01-02 14:00:00+01:00,Valencia,287.2833125,287.2833125,287.2833125,1036,37,1,275,0,0,0,0,800,clear,sky is clear,1
2015-01-02 15:00:00+01:00,Valencia,287.5536875,287.5536875,287.5536875,1036,37,1,236,0,0,0,0,800,clear,sky is clear,1
2015-01-02 16:00:00+01:00,Valencia,282.42,282.42,282.42,1037,54,1,253,0,0,0,0,800,clear,sky is clear,1
2015-01-02 17:00:00+01:00,Valencia,284.4916563,284.4916563,284.4916563,1036,48,1,196,0,0,0,0,800,clear,sky is clear,1
2015-01-02 18:00:00+01:00,Valencia,281.1593438,281.1593438,281.1593438,1036,59,1,194,0,0,0,0,800,clear,sky is clear,1
2015-01-02 19:00:00+01:00,Valencia,277.545,277.545,277.545,1006,81,1,226,0,0,0,0,800,clear,sky is clear,01n
2015-01-02 20:00:00+01:00,Valencia,275.707,275.707,275.707,1022,75,1,227,0,0,0,0,800,clear,sky is clear,1
2015-01-02 21:00:00+01:00,Valencia,273.587,273.587,273.587,1007,79,1,262,0,0,0,0,800,clear,sky is clear,01n
2015-01-02 22:00:00+01:00,Valencia,273.587,273.587,273.587,1007,79,1,262,0,0,0,0,800,clear,sky is clear,01n
2015-01-02 23:00:00+01:00,Valencia,272.333,272.333,272.333,1007,78,1,271,0,0,0,0,800,clear,sky is clear,01n
2015-01-03 00:00:00+01:00,Valencia,272.333,272.333,272.333,1007,78,1,271,0,0,0,0,800,clear,sky is clear,1
2015-01-03 01:00:00+01:00,Valencia,272.333,272.333,272.333,1007,78,1,271,0,0,0,0,800,clear,sky is clear,01n
2015-01-03 02:00:00+01:00,Valencia,271.967,271.967,271.967,1006,80,1,266,0,0,0,8,800,clear,sky is clear,02n
2015-01-03 03:00:00+01:00,Valencia,271.967,271.967,271.967,1006,80,1,266,0,0,0,8,800,clear,sky is clear,02n
2015-01-03 04:00:00+01:00,Valencia,271.967,271.967,271.967,1006,80,1,266,0,0,0,8,800,clear,sky is clear,02n
2015-01-03 05:00:00+01:00,Valencia,271.969,271.969,271.969,1005,80,2,265,0,0,0,12,801,clouds,few clouds,02n
2015-01-03 06:00:00+01:00,Valencia,271.969,271.969,271.969,1005,80,2,265,0,0,0,12,801,clouds,few clouds,02n
2015-01-03 07:00:00+01:00,Valencia,271.969,271.969,271.969,1005,80,2,265,0,0,0,12,801,clouds,few clouds,02n
2015-01-03 08:00:00+01:00,Valencia,275.827,275.827,275.827,1006,78,2,261,0,0,0,0,800,clear,sky is clear,01d
2015-01-03 09:00:00+01:00,Valencia,275.827,275.827,275.827,1006,78,2,261,0,0,0,0,800,clear,sky is clear,01d
2015-01-03 10:00:00+01:00,Valencia,275.827,275.827,275.827,1006,78,2,261,0,0,0,0,800,clear,sky is clear,01d
2015-01-03 11:00:00+01:00,Valencia,287.968,287.968,287.968,1005,51,2,272,0,0,0,0,800,clear,sky is clear,01d
2015-01-03 12:00:00+01:00,Valencia,287.968,287.968,287.968,1005,51,2,272,0,0,0,0,800,clear,sky is clear,01d
2015-01-03 13:00:00+01:00,Valencia,287.968,287.968,287.968,1005,51,2,272,0,0,0,0,800,clear,sky is clear,01d
2015-01-03 14:00:00+01:00,Valencia,287.968,287.968,287.968,1005,51,2,272,0,0,0,0,800,clear,sky is clear,01d
2015-01-03 15:00:00+01:00,Valencia,290.323,290.323,290.323,1003,51,2,260,0,0,0,0,800,clear,sky is clear,01d
2015-01-03 16:00:00+01:00,Valencia,288.18425,288.18425,288.18425,1010,55,2,261,0,0,0,0,800,clear,sky is clear,1
2015-01-03 17:00:00+01:00,Valencia,287.5973125,287.5973125,287.5973125,1032,53,2,265,0,0,0,0,800,clear,sky is clear,1
2015-01-03 18:00:00+01:00,Valencia,284.6826875,284.6826875,284.6826875,1032,60,2,264,0,0,0,0,800,clear,sky is clear,1
2015-01-03 19:00:00+01:00,Valencia,281.768,281.768,281.768,1003,72,2,264,0,0,0,0,800,clear,sky is clear,01n
2015-01-03 20:00:00+01:00,Valencia,277.502,277.502,277.502,1003,79,2,272,0,0,0,0,800,clear,sky is clear,01n
2015-01-03 21:00:00+01:00,Valencia,277.502,277.502,277.502,1003,79,2,272,0,0,0,0,800,clear,sky is clear,01n
2015-01-03 22:00:00+01:00,Valencia,277.502,277.502,277.502,1003,79,2,272,0,0,0,0,800,clear,sky is clear,01n
2015-01-03 23:00:00+01:00,Valencia,276.168,276.168,276.168,1003,78,2,278,0,0,0,0,800,clear,sky is clear,01n
2015-01-04 00:00:00+01:00,Valencia,276.168,276.168,276.168,1003,78,2,278,0,0,0,0,800,clear,sky is clear,01n
2015-01-04 01:00:00+01:00,Valencia,276.168,276.168,276.168,1003,78,2,278,0,0,0,0,800,clear,sky is clear,01n
2015-01-04 02:00:00+01:00,Valencia,275.243,275.243,275.243,1002,77,2,274,0,0,0,0,800,clear,sky is clear,01n
2015-01-04 03:00:00+01:00,Valencia,275.243,275.243,275.243,1002,77,2,274,0,0,0,0,800,clear,sky is clear,01n
2015-01-04 04:00:00+01:00,Valencia,275.243,275.243,275.243,1002,77,2,274,0,0,0,0,800,clear,sky is clear,01n
2015-01-04 05:00:00+01:00,Valencia,274.779,274.779,274.779,1002,75,2,282,0,0,0,0,800,clear,sky is clear,01n
2015-01-04 06:00:00+01:00,Valencia,274.779,274.779,274.779,1002,75,2,282,0,0,0,0,800,clear,sky is clear,01n
2015-01-04 07:00:00+01:00,Valencia,274.779,274.779,274.779,1002,75,2,282,0,0,0,0,800,clear,sky is clear,01n
2015-01-04 08:00:00+01:00,Valencia,277.761,277.761,277.761,1003,74,1,285,0,0,0,0,800,clear,sky is clear,01d
2015-01-04 09:00:00+01:00,Valencia,277.761,277.761,277.761,1003,74,1,285,0,0,0,0,800,clear,sky is clear,01d
2015-01-04 10:00:00+01:00,Valencia,277.761,277.761,277.761,1003,74,1,285,0,0,0,0,800,clear,sky is clear,01d
2015-01-04 11:00:00+01:00,Valencia,277.761,277.761,277.761,1003,74,1,285,0,0,0,0,800,clear,sky is clear,01d
2015-01-04 12:00:00+01:00,Valencia,288.936,288.936,288.936,1002,57,1,284,0,0,0,0,800,clear,sky is clear,01d
2015-01-04 13:00:00+01:00,Valencia,288.936,288.936,288.936,1002,57,1,284,0,0,0,0,800,clear,sky is clear,01d
2015-01-04 14:00:00+01:00,Valencia,289.305,289.305,289.305,1002,55,1,207,0,0,0,0,800,clear,sky is clear,1
2015-01-04 15:00:00+01:00,Valencia,289.674,289.674,289.674,1001,53,1,130,0,0,0,0,800,clear,sky is clear,01d
2015-01-04 16:00:00+01:00,Valencia,289.742,289.742,289.742,1001,57,1,173,0,0,0,0,800,clear,sky is clear,01d
2015-01-04 17:00:00+01:00,Valencia,285.2135,285.2135,285.2135,1001,74,1,132,0,0,0,0,800,clear,sky is clear,1
2015-01-04 18:00:00+01:00,Valencia,280.685,280.685,280.685,1002,92,2,92,0,0,0,0,800,clear,sky is clear,01n
2015-01-04 19:00:00+01:00,Valencia,278.057,278.057,278.057,1002,89,1,95,0,0,0,0,800,clear,sky is clear,1
2015-01-04 20:00:00+01:00,Valencia,275.429,275.429,275.429,1003,87,1,99,0,0,0,0,800,clear,sky is clear,01n
2015-01-04 21:00:00+01:00,Valencia,275.429,275.429,275.429,1018,91,1,99,0,0,0,0,800,clear,sky is clear,1
2015-01-04 22:00:00+01:00,Valencia,275.429,275.429,275.429,1003,87,1,99,0,0,0,0,800,clear,sky is clear,01n
2015-01-04 23:00:00+01:00,Valencia,274.5185,274.5185,274.5185,1018,91,1,224,0,0,0,0,800,clear,sky is clear,1
2015-01-05 00:00:00+01:00,Valencia,273.608,273.608,273.608,1003,86,1,349,0,0,0,0,800,clear,sky is clear,01n
2015-01-05 01:00:00+01:00,Valencia,273.608,273.608,273.608,1003,86,1,349,0,0,0,0,800,clear,sky is clear,01n
2015-01-05 02:00:00+01:00,Valencia,273.553,273.553,273.553,1003,84,2,317,0,0,0,0,800,clear,sky is clear,01n
2015-01-05 03:00:00+01:00,Valencia,273.553,273.553,273.553,1003,84,2,317,0,0,0,0,800,clear,sky is clear,01n
2015-01-05 04:00:00+01:00,Valencia,273.553,273.553,273.553,1003,84,2,317,0,0,0,0,800,clear,sky is clear,01n
